Year,Region,Fuel_Type,Transmission,Model,Price_USD,Type
2016,Africa,Electric,Manual,M3,86966,Actual
2017,Africa,Electric,Manual,M3,63894,Actual
2018,Africa,Electric,Manual,M3,88756,Actual
2019,Africa,Electric,Manual,M3,69988,Actual
2020,Africa,Electric,Manual,M3,64950,Actual
2021,Africa,Electric,Manual,M3,67935,Actual
2022,Africa,Electric,Manual,M3,75225,Actual
2023,Africa,Electric,Manual,M3,82455,Actual
2024,Africa,Electric,Manual,M3,82641,Actual
2025,Africa,Electric,Manual,M3,85023,Forecast
2026,Africa,Electric,Manual,M3,88321,Forecast
2027,Africa,Electric,Manual,M3,91620,Forecast
2010,Africa,Hybrid,Automatic,M3,69608,Actual
2011,Africa,Hybrid,Automatic,M3,79842,Actual
2012,Africa,Hybrid,Automatic,M3,89441,Actual
2013,Africa,Hybrid,Automatic,M3,58399,Actual
2014,Africa,Hybrid,Automatic,M3,93598,Actual
2015,Africa,Hybrid,Automatic,M3,75686,Actual
2016,Africa,Hybrid,Automatic,M3,89167,Actual
2017,Africa,Hybrid,Automatic,M3,61783,Actual
2018,Africa,Hybrid,Automatic,M3,67127,Actual
2019,Africa,Hybrid,Automatic,M3,72256,Actual
2020,Africa,Hybrid,Automatic,M3,59442,Actual
2021,Africa,Hybrid,Automatic,M3,82994,Actual
2022,Africa,Hybrid,Automatic,M3,47544,Actual
2023,Africa,Hybrid,Automatic,M3,79206,Actual
2024,Africa,Hybrid,Automatic,M3,64095,Actual
2025,Africa,Hybrid,Automatic,M3,66581,Forecast
2026,Africa,Hybrid,Automatic,M3,66464,Forecast
2027,Africa,Hybrid,Automatic,M3,66348,Forecast
2010,Africa,Hybrid,Manual,M3,56402,Actual
2011,Africa,Hybrid,Manual,M3,89473,Actual
2012,Africa,Hybrid,Manual,M3,81170,Actual
2013,Africa,Hybrid,Manual,M3,74747,Actual
2014,Africa,Hybrid,Manual,M3,69947,Actual
2015,Africa,Hybrid,Manual,M3,55616,Actual
2016,Africa,Hybrid,Manual,M3,78104,Actual
2017,Africa,Hybrid,Manual,M3,98455,Actual
2018,Africa,Hybrid,Manual,M3,78138,Actual
2019,Africa,Hybrid,Manual,M3,77936,Actual
2020,Africa,Hybrid,Manual,M3,69825,Actual
2021,Africa,Hybrid,Manual,M3,73639,Actual
2022,Africa,Hybrid,Manual,M3,60111,Actual
2023,Africa,Hybrid,Manual,M3,81209,Actual
2024,Africa,Hybrid,Manual,M3,72360,Actual
2025,Africa,Hybrid,Manual,M3,72915,Forecast
2026,Africa,Hybrid,Manual,M3,73176,Forecast
2027,Africa,Hybrid,Manual,M3,73436,Forecast
2010,Africa,Petrol,Automatic,M3,74761,Actual
2011,Africa,Petrol,Automatic,M3,115964,Actual
2012,Africa,Petrol,Automatic,M3,68361,Actual
2013,Africa,Petrol,Automatic,M3,76961,Actual
2014,Africa,Petrol,Automatic,M3,80141,Actual
2015,Africa,Petrol,Automatic,M3,69456,Actual
2016,Africa,Petrol,Automatic,M3,65683,Actual
2017,Africa,Petrol,Automatic,M3,88447,Actual
2018,Africa,Petrol,Automatic,M3,64498,Actual
2019,Africa,Petrol,Automatic,M3,81931,Actual
2020,Africa,Petrol,Automatic,M3,80921,Actual
2021,Africa,Petrol,Automatic,M3,85437,Actual
2022,Africa,Petrol,Automatic,M3,75276,Actual
2023,Africa,Petrol,Automatic,M3,63432,Actual
2024,Africa,Petrol,Automatic,M3,72438,Actual
2025,Africa,Petrol,Automatic,M3,67576,Forecast
2026,Africa,Petrol,Automatic,M3,65205,Forecast
2027,Africa,Petrol,Automatic,M3,62833,Forecast
2010,Africa,Petrol,Manual,M3,88959,Actual
2011,Africa,Petrol,Manual,M3,79321,Actual
2012,Africa,Petrol,Manual,M3,72045,Actual
2013,Africa,Petrol,Manual,M3,79509,Actual
2014,Africa,Petrol,Manual,M3,72527,Actual
2015,Africa,Petrol,Manual,M3,67746,Actual
2016,Africa,Petrol,Manual,M3,94948,Actual
2017,Africa,Petrol,Manual,M3,109062,Actual
2018,Africa,Petrol,Manual,M3,41815,Actual
2019,Africa,Petrol,Manual,M3,83769,Actual
2020,Africa,Petrol,Manual,M3,59878,Actual
2021,Africa,Petrol,Manual,M3,74011,Actual
2022,Africa,Petrol,Manual,M3,87943,Actual
2023,Africa,Petrol,Manual,M3,77169,Actual
2024,Africa,Petrol,Manual,M3,59043,Actual
2025,Africa,Petrol,Manual,M3,64651,Forecast
2026,Africa,Petrol,Manual,M3,61291,Forecast
2027,Africa,Petrol,Manual,M3,57931,Forecast
2010,Africa,Diesel,Automatic,M5,73506,Actual
2011,Africa,Diesel,Automatic,M5,84996,Actual
2012,Africa,Diesel,Automatic,M5,67868,Actual
2013,Africa,Diesel,Automatic,M5,75967,Actual
2014,Africa,Diesel,Automatic,M5,61513,Actual
2015,Africa,Diesel,Automatic,M5,62621,Actual
2016,Africa,Diesel,Automatic,M5,73558,Actual
2017,Africa,Diesel,Automatic,M5,68219,Actual
2018,Africa,Diesel,Automatic,M5,72200,Actual
2019,Africa,Diesel,Automatic,M5,72059,Actual
2020,Africa,Diesel,Automatic,M5,54314,Actual
2021,Africa,Diesel,Automatic,M5,77355,Actual
2022,Africa,Diesel,Automatic,M5,45506,Actual
2023,Africa,Diesel,Automatic,M5,89022,Actual
2024,Africa,Diesel,Automatic,M5,58539,Actual
2025,Africa,Diesel,Automatic,M5,65910,Forecast
2026,Africa,Diesel,Automatic,M5,65503,Forecast
2027,Africa,Diesel,Automatic,M5,65096,Forecast
2010,Africa,Diesel,Manual,M5,76320,Actual
2011,Africa,Diesel,Manual,M5,72188,Actual
2012,Africa,Diesel,Manual,M5,83593,Actual
2013,Africa,Diesel,Manual,M5,73090,Actual
2014,Africa,Diesel,Manual,M5,66855,Actual
2015,Africa,Diesel,Manual,M5,71651,Actual
2016,Africa,Diesel,Manual,M5,80390,Actual
2017,Africa,Diesel,Manual,M5,61684,Actual
2018,Africa,Diesel,Manual,M5,81664,Actual
2019,Africa,Diesel,Manual,M5,74914,Actual
2020,Africa,Diesel,Manual,M5,68973,Actual
2021,Africa,Diesel,Manual,M5,67907,Actual
2022,Africa,Diesel,Manual,M5,72159,Actual
2023,Africa,Diesel,Manual,M5,74346,Actual
2024,Africa,Diesel,Manual,M5,77489,Actual
2025,Africa,Diesel,Manual,M5,77359,Forecast
2026,Africa,Diesel,Manual,M5,78978,Forecast
2027,Africa,Diesel,Manual,M5,80596,Forecast
2010,Africa,Electric,Automatic,M5,76602,Actual
2011,Africa,Electric,Automatic,M5,69990,Actual
2012,Africa,Electric,Automatic,M5,80718,Actual
2013,Africa,Electric,Automatic,M5,71166,Actual
2014,Africa,Electric,Automatic,M5,77092,Actual
2015,Africa,Electric,Automatic,M5,68539,Actual
2016,Africa,Electric,Automatic,M5,77933,Actual
2017,Africa,Electric,Automatic,M5,79922,Actual
2018,Africa,Electric,Automatic,M5,63173,Actual
2019,Africa,Electric,Automatic,M5,77523,Actual
2020,Africa,Electric,Automatic,M5,46966,Actual
2021,Africa,Electric,Automatic,M5,64598,Actual
2022,Africa,Electric,Automatic,M5,78468,Actual
2023,Africa,Electric,Automatic,M5,67663,Actual
2024,Africa,Electric,Automatic,M5,51880,Actual
2025,Africa,Electric,Automatic,M5,56120,Forecast
2026,Africa,Electric,Automatic,M5,52888,Forecast
2027,Africa,Electric,Automatic,M5,49655,Forecast
2010,Africa,Electric,Manual,M5,75627,Actual
2011,Africa,Electric,Manual,M5,68477,Actual
2012,Africa,Electric,Manual,M5,63428,Actual
2013,Africa,Electric,Manual,M5,62221,Actual
2014,Africa,Electric,Manual,M5,65806,Actual
2015,Africa,Electric,Manual,M5,77267,Actual
2016,Africa,Electric,Manual,M5,72583,Actual
2017,Africa,Electric,Manual,M5,64430,Actual
2018,Africa,Electric,Manual,M5,63519,Actual
2019,Africa,Electric,Manual,M5,67448,Actual
2020,Africa,Electric,Manual,M5,69087,Actual
2021,Africa,Electric,Manual,M5,70603,Actual
2022,Africa,Electric,Manual,M5,114660,Actual
2023,Africa,Electric,Manual,M5,63360,Actual
2024,Africa,Electric,Manual,M5,65810,Actual
2025,Africa,Electric,Manual,M5,69109,Forecast
2026,Africa,Electric,Manual,M5,65896,Forecast
2027,Africa,Electric,Manual,M5,62684,Forecast
2010,Africa,Hybrid,Automatic,M5,75381,Actual
2011,Africa,Hybrid,Automatic,M5,73594,Actual
2012,Africa,Hybrid,Automatic,M5,51278,Actual
2013,Africa,Hybrid,Automatic,M5,58086,Actual
2014,Africa,Hybrid,Automatic,M5,63425,Actual
2015,Africa,Hybrid,Automatic,M5,74275,Actual
2016,Africa,Hybrid,Automatic,M5,79152,Actual
2017,Africa,Hybrid,Automatic,M5,62456,Actual
2018,Africa,Hybrid,Automatic,M5,51156,Actual
2019,Africa,Hybrid,Automatic,M5,90480,Actual
2020,Africa,Hybrid,Automatic,M5,100157,Actual
2021,Africa,Hybrid,Automatic,M5,69522,Actual
2022,Africa,Hybrid,Automatic,M5,67636,Actual
2023,Africa,Hybrid,Automatic,M5,77863,Actual
2024,Africa,Hybrid,Automatic,M5,69478,Actual
2025,Africa,Hybrid,Automatic,M5,69375,Forecast
2026,Africa,Hybrid,Automatic,M5,67264,Forecast
2027,Africa,Hybrid,Automatic,M5,65153,Forecast
2010,Africa,Hybrid,Manual,M5,69853,Actual
2011,Africa,Hybrid,Manual,M5,85483,Actual
2012,Africa,Hybrid,Manual,M5,77636,Actual
2013,Africa,Hybrid,Manual,M5,70300,Actual
2014,Africa,Hybrid,Manual,M5,58485,Actual
2015,Africa,Hybrid,Manual,M5,73025,Actual
2016,Africa,Hybrid,Manual,M5,50397,Actual
2017,Africa,Hybrid,Manual,M5,65763,Actual
2018,Africa,Hybrid,Manual,M5,65522,Actual
2019,Africa,Hybrid,Manual,M5,51884,Actual
2020,Africa,Hybrid,Manual,M5,79290,Actual
2021,Africa,Hybrid,Manual,M5,75777,Actual
2022,Africa,Hybrid,Manual,M5,68650,Actual
2023,Africa,Hybrid,Manual,M5,80150,Actual
2024,Africa,Hybrid,Manual,M5,61822,Actual
2025,Africa,Hybrid,Manual,M5,68148,Forecast
2026,Africa,Hybrid,Manual,M5,66731,Forecast
2027,Africa,Hybrid,Manual,M5,65315,Forecast
2010,Africa,Petrol,Automatic,M5,69418,Actual
2011,Africa,Petrol,Automatic,M5,66018,Actual
2012,Africa,Petrol,Automatic,M5,87675,Actual
2013,Africa,Petrol,Automatic,M5,72115,Actual
2014,Africa,Petrol,Automatic,M5,55748,Actual
2015,Africa,Petrol,Automatic,M5,60034,Actual
2016,Africa,Petrol,Automatic,M5,57605,Actual
2017,Africa,Petrol,Automatic,M5,50339,Actual
2018,Africa,Petrol,Automatic,M5,87531,Actual
2019,Africa,Petrol,Automatic,M5,54249,Actual
2020,Africa,Petrol,Automatic,M5,81517,Actual
2021,Africa,Petrol,Automatic,M5,88045,Actual
2022,Africa,Petrol,Automatic,M5,88375,Actual
2023,Africa,Petrol,Automatic,M5,69651,Actual
2024,Africa,Petrol,Automatic,M5,69142,Actual
2025,Africa,Petrol,Automatic,M5,70702,Forecast
2026,Africa,Petrol,Automatic,M5,67996,Forecast
2027,Africa,Petrol,Automatic,M5,65291,Forecast
2010,Africa,Petrol,Manual,M5,65407,Actual
2011,Africa,Petrol,Manual,M5,92629,Actual
2012,Africa,Petrol,Manual,M5,72468,Actual
2013,Africa,Petrol,Manual,M5,114192,Actual
2014,Africa,Petrol,Manual,M5,48133,Actual
2015,Africa,Petrol,Manual,M5,63704,Actual
2016,Africa,Petrol,Manual,M5,78778,Actual
2017,Africa,Petrol,Manual,M5,80387,Actual
2018,Africa,Petrol,Manual,M5,65735,Actual
2019,Africa,Petrol,Manual,M5,72289,Actual
2020,Africa,Petrol,Manual,M5,74458,Actual
2021,Africa,Petrol,Manual,M5,75697,Actual
2022,Africa,Petrol,Manual,M5,79889,Actual
2023,Africa,Petrol,Manual,M5,67033,Actual
2024,Africa,Petrol,Manual,M5,63227,Actual
2025,Africa,Petrol,Manual,M5,63333,Forecast
2026,Africa,Petrol,Manual,M5,60274,Forecast
2027,Africa,Petrol,Manual,M5,57215,Forecast
2010,Africa,Diesel,Automatic,X1,72363,Actual
2011,Africa,Diesel,Automatic,X1,81385,Actual
2012,Africa,Diesel,Automatic,X1,90728,Actual
2013,Africa,Diesel,Automatic,X1,73173,Actual
2014,Africa,Diesel,Automatic,X1,86659,Actual
2015,Africa,Diesel,Automatic,X1,110115,Actual
2016,Africa,Diesel,Automatic,X1,58578,Actual
2017,Africa,Diesel,Automatic,X1,63197,Actual
2018,Africa,Diesel,Automatic,X1,82836,Actual
2019,Africa,Diesel,Automatic,X1,81062,Actual
2020,Africa,Diesel,Automatic,X1,91074,Actual
2021,Africa,Diesel,Automatic,X1,67811,Actual
2022,Africa,Diesel,Automatic,X1,72206,Actual
2023,Africa,Diesel,Automatic,X1,79600,Actual
2024,Africa,Diesel,Automatic,X1,87870,Actual
2025,Africa,Diesel,Automatic,X1,85802,Forecast
2026,Africa,Diesel,Automatic,X1,88471,Forecast
2027,Africa,Diesel,Automatic,X1,91140,Forecast
2010,Africa,Diesel,Manual,X1,70652,Actual
2011,Africa,Diesel,Manual,X1,38156,Actual
2012,Africa,Diesel,Manual,X1,80484,Actual
2013,Africa,Diesel,Manual,X1,77259,Actual
2014,Africa,Diesel,Manual,X1,72052,Actual
2015,Africa,Diesel,Manual,X1,56968,Actual
2016,Africa,Diesel,Manual,X1,85000,Actual
2017,Africa,Diesel,Manual,X1,87259,Actual
2018,Africa,Diesel,Manual,X1,79478,Actual
2019,Africa,Diesel,Manual,X1,89223,Actual
2020,Africa,Diesel,Manual,X1,80647,Actual
2021,Africa,Diesel,Manual,X1,76725,Actual
2022,Africa,Diesel,Manual,X1,83138,Actual
2023,Africa,Diesel,Manual,X1,87666,Actual
2024,Africa,Diesel,Manual,X1,77112,Actual
2025,Africa,Diesel,Manual,X1,79797,Forecast
2026,Africa,Diesel,Manual,X1,78818,Forecast
2027,Africa,Diesel,Manual,X1,77839,Forecast
2010,Africa,Electric,Automatic,X1,68889,Actual
2011,Africa,Electric,Automatic,X1,87534,Actual
2012,Africa,Electric,Automatic,X1,81175,Actual
2013,Africa,Electric,Automatic,X1,80796,Actual
2014,Africa,Electric,Automatic,X1,62146,Actual
2015,Africa,Electric,Automatic,X1,72696,Actual
2016,Africa,Electric,Automatic,X1,79370,Actual
2017,Africa,Electric,Automatic,X1,110780,Actual
2018,Africa,Electric,Automatic,X1,61523,Actual
2019,Africa,Electric,Automatic,X1,74515,Actual
2020,Africa,Electric,Automatic,X1,82708,Actual
2021,Africa,Electric,Automatic,X1,73552,Actual
2022,Africa,Electric,Automatic,X1,67125,Actual
2023,Africa,Electric,Automatic,X1,65477,Actual
2024,Africa,Electric,Automatic,X1,73648,Actual
2025,Africa,Electric,Automatic,X1,68446,Forecast
2026,Africa,Electric,Automatic,X1,67658,Forecast
2027,Africa,Electric,Automatic,X1,66871,Forecast
2010,Africa,Electric,Manual,X1,83788,Actual
2011,Africa,Electric,Manual,X1,66859,Actual
2012,Africa,Electric,Manual,X1,84595,Actual
2013,Africa,Electric,Manual,X1,63756,Actual
2014,Africa,Electric,Manual,X1,79143,Actual
2015,Africa,Electric,Manual,X1,61539,Actual
2016,Africa,Electric,Manual,X1,71577,Actual
2017,Africa,Electric,Manual,X1,71557,Actual
2018,Africa,Electric,Manual,X1,98185,Actual
2019,Africa,Electric,Manual,X1,78780,Actual
2020,Africa,Electric,Manual,X1,67874,Actual
2021,Africa,Electric,Manual,X1,85661,Actual
2022,Africa,Electric,Manual,X1,86046,Actual
2023,Africa,Electric,Manual,X1,73392,Actual
2024,Africa,Electric,Manual,X1,76954,Actual
2025,Africa,Electric,Manual,X1,75928,Forecast
2026,Africa,Electric,Manual,X1,74672,Forecast
2027,Africa,Electric,Manual,X1,73415,Forecast
2010,Africa,Hybrid,Automatic,X1,64459,Actual
2011,Africa,Hybrid,Automatic,X1,73400,Actual
2012,Africa,Hybrid,Automatic,X1,87853,Actual
2013,Africa,Hybrid,Automatic,X1,90500,Actual
2014,Africa,Hybrid,Automatic,X1,72306,Actual
2015,Africa,Hybrid,Automatic,X1,77534,Actual
2016,Africa,Hybrid,Automatic,X1,71384,Actual
2017,Africa,Hybrid,Automatic,X1,56719,Actual
2018,Africa,Hybrid,Automatic,X1,72219,Actual
2019,Africa,Hybrid,Automatic,X1,76717,Actual
2020,Africa,Hybrid,Automatic,X1,73474,Actual
2021,Africa,Hybrid,Automatic,X1,61291,Actual
2022,Africa,Hybrid,Automatic,X1,80848,Actual
2023,Africa,Hybrid,Automatic,X1,76169,Actual
2024,Africa,Hybrid,Automatic,X1,74784,Actual
2025,Africa,Hybrid,Automatic,X1,77259,Forecast
2026,Africa,Hybrid,Automatic,X1,78389,Forecast
2027,Africa,Hybrid,Automatic,X1,79519,Forecast
2010,Africa,Hybrid,Manual,X1,70958,Actual
2011,Africa,Hybrid,Manual,X1,77837,Actual
2012,Africa,Hybrid,Manual,X1,58613,Actual
2013,Africa,Hybrid,Manual,X1,69097,Actual
2014,Africa,Hybrid,Manual,X1,67504,Actual
2015,Africa,Hybrid,Manual,X1,80764,Actual
2017,Africa,Hybrid,Manual,X1,77515,Actual
2018,Africa,Hybrid,Manual,X1,102454,Actual
2019,Africa,Hybrid,Manual,X1,85262,Actual
2020,Africa,Hybrid,Manual,X1,76747,Actual
2021,Africa,Hybrid,Manual,X1,72303,Actual
2022,Africa,Hybrid,Manual,X1,69548,Actual
2023,Africa,Hybrid,Manual,X1,69671,Actual
2024,Africa,Hybrid,Manual,X1,72262,Actual
2025,Africa,Hybrid,Manual,X1,67465,Forecast
2026,Africa,Hybrid,Manual,X1,65601,Forecast
2027,Africa,Hybrid,Manual,X1,63737,Forecast
2010,Africa,Petrol,Automatic,X1,67573,Actual
2011,Africa,Petrol,Automatic,X1,68927,Actual
2012,Africa,Petrol,Automatic,X1,72585,Actual
2013,Africa,Petrol,Automatic,X1,72395,Actual
2014,Africa,Petrol,Automatic,X1,118807,Actual
2015,Africa,Petrol,Automatic,X1,69343,Actual
2016,Africa,Petrol,Automatic,X1,60304,Actual
2017,Africa,Petrol,Automatic,X1,68444,Actual
2018,Africa,Petrol,Automatic,X1,80803,Actual
2019,Africa,Petrol,Automatic,X1,76708,Actual
2020,Africa,Petrol,Automatic,X1,77994,Actual
2021,Africa,Petrol,Automatic,X1,90554,Actual
2022,Africa,Petrol,Automatic,X1,58238,Actual
2023,Africa,Petrol,Automatic,X1,82968,Actual
2024,Africa,Petrol,Automatic,X1,91040,Actual
2025,Africa,Petrol,Automatic,X1,89020,Forecast
2026,Africa,Petrol,Automatic,X1,92649,Forecast
2027,Africa,Petrol,Automatic,X1,96279,Forecast
2010,Africa,Petrol,Manual,X1,108002,Actual
2011,Africa,Petrol,Manual,X1,74832,Actual
2012,Africa,Petrol,Manual,X1,63524,Actual
2013,Africa,Petrol,Manual,X1,74141,Actual
2014,Africa,Petrol,Manual,X1,73028,Actual
2015,Africa,Petrol,Manual,X1,81507,Actual
2016,Africa,Petrol,Manual,X1,67498,Actual
2017,Africa,Petrol,Manual,X1,77507,Actual
2018,Africa,Petrol,Manual,X1,74917,Actual
2019,Africa,Petrol,Manual,X1,55606,Actual
2020,Africa,Petrol,Manual,X1,82333,Actual
2021,Africa,Petrol,Manual,X1,66264,Actual
2022,Africa,Petrol,Manual,X1,78906,Actual
2023,Africa,Petrol,Manual,X1,63969,Actual
2024,Africa,Petrol,Manual,X1,74460,Actual
2025,Africa,Petrol,Manual,X1,72107,Forecast
2026,Africa,Petrol,Manual,X1,72433,Forecast
2027,Africa,Petrol,Manual,X1,72759,Forecast
2010,Africa,Diesel,Automatic,X3,77146,Actual
2011,Africa,Diesel,Automatic,X3,75106,Actual
2012,Africa,Diesel,Automatic,X3,57357,Actual
2013,Africa,Diesel,Automatic,X3,80450,Actual
2014,Africa,Diesel,Automatic,X3,58194,Actual
2015,Africa,Diesel,Automatic,X3,71570,Actual
2016,Africa,Diesel,Automatic,X3,69863,Actual
2017,Africa,Diesel,Automatic,X3,75657,Actual
2018,Africa,Diesel,Automatic,X3,49419,Actual
2019,Africa,Diesel,Automatic,X3,67755,Actual
2020,Africa,Diesel,Automatic,X3,78586,Actual
2021,Africa,Diesel,Automatic,X3,75808,Actual
2022,Africa,Diesel,Automatic,X3,78667,Actual
2023,Africa,Diesel,Automatic,X3,82787,Actual
2024,Africa,Diesel,Automatic,X3,44745,Actual
2025,Africa,Diesel,Automatic,X3,54739,Forecast
2026,Africa,Diesel,Automatic,X3,48310,Forecast
2027,Africa,Diesel,Automatic,X3,41881,Forecast
2010,Africa,Diesel,Manual,X3,70853,Actual
2011,Africa,Diesel,Manual,X3,74978,Actual
2012,Africa,Diesel,Manual,X3,84222,Actual
2013,Africa,Diesel,Manual,X3,70469,Actual
2014,Africa,Diesel,Manual,X3,87040,Actual
2015,Africa,Diesel,Manual,X3,60063,Actual
2016,Africa,Diesel,Manual,X3,82453,Actual
2017,Africa,Diesel,Manual,X3,56096,Actual
2018,Africa,Diesel,Manual,X3,78497,Actual
2019,Africa,Diesel,Manual,X3,86494,Actual
2020,Africa,Diesel,Manual,X3,72233,Actual
2021,Africa,Diesel,Manual,X3,82125,Actual
2022,Africa,Diesel,Manual,X3,86168,Actual
2023,Africa,Diesel,Manual,X3,87353,Actual
2024,Africa,Diesel,Manual,X3,89136,Actual
2025,Africa,Diesel,Manual,X3,92118,Forecast
2026,Africa,Diesel,Manual,X3,94671,Forecast
2027,Africa,Diesel,Manual,X3,97223,Forecast
2010,Africa,Electric,Automatic,X3,63226,Actual
2011,Africa,Electric,Automatic,X3,72156,Actual
2012,Africa,Electric,Automatic,X3,91529,Actual
2013,Africa,Electric,Automatic,X3,92916,Actual
2014,Africa,Electric,Automatic,X3,64098,Actual
2015,Africa,Electric,Automatic,X3,66955,Actual
2016,Africa,Electric,Automatic,X3,75081,Actual
2017,Africa,Electric,Automatic,X3,91136,Actual
2018,Africa,Electric,Automatic,X3,69636,Actual
2019,Africa,Electric,Automatic,X3,58471,Actual
2020,Africa,Electric,Automatic,X3,85294,Actual
2021,Africa,Electric,Automatic,X3,66694,Actual
2022,Africa,Electric,Automatic,X3,92688,Actual
2023,Africa,Electric,Automatic,X3,82141,Actual
2024,Africa,Electric,Automatic,X3,79058,Actual
2025,Africa,Electric,Automatic,X3,83439,Forecast
2026,Africa,Electric,Automatic,X3,84460,Forecast
2027,Africa,Electric,Automatic,X3,85481,Forecast
2010,Africa,Electric,Manual,X3,73581,Actual
2011,Africa,Electric,Manual,X3,61249,Actual
2012,Africa,Electric,Manual,X3,70238,Actual
2013,Africa,Electric,Manual,X3,71278,Actual
2014,Africa,Electric,Manual,X3,55868,Actual
2015,Africa,Electric,Manual,X3,96017,Actual
2016,Africa,Electric,Manual,X3,66699,Actual
2017,Africa,Electric,Manual,X3,87426,Actual
2018,Africa,Electric,Manual,X3,52162,Actual
2019,Africa,Electric,Manual,X3,77953,Actual
2020,Africa,Electric,Manual,X3,79448,Actual
2021,Africa,Electric,Manual,X3,74646,Actual
2022,Africa,Electric,Manual,X3,98961,Actual
2023,Africa,Electric,Manual,X3,67322,Actual
2024,Africa,Electric,Manual,X3,88971,Actual
2025,Africa,Electric,Manual,X3,86497,Forecast
2026,Africa,Electric,Manual,X3,88353,Forecast
